,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
618,Takumi Minamino,['Liverpool'],10,6,3,No value,No value,3,No value,No value,3,0,3,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,8,2,25%,0,1,0,0,7,0,0,106,10.60,0,2,No value,No value,No value
619,Tyrone Mings,"['Aston Villa', 'Aston Villa (Loan)', 'AFC Bournemouth', 'AFC Bournemouth']",33,8,17,6,53,15,73%,0,0,30,189,83,3,201,105,70,12,67,46,0,2,2,No value,0,0,2,No value,No value,No value,No value,No value,0,No value,7,0,20,2,2,"1,384",41.94,1,7,14%,0,117
620,Kevin Mirallas,['Everton'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
621,Tyrick Mitchell,"['Crystal Palace', 'Crystal Palace']",4,0,3,0,4,5,40%,0,0,2,1,0,0,7,7,18,1,0,6,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,1,0,0,94,23.50,0,4,75%,0,3
622,Mix Diskerud,['Manchester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
623,Henrikh Mkhitaryan,"['Arsenal', 'Arsenal']",3,1,1,No value,No value,0,0%,No value,1,0,1,1,No value,4,6,13,2,2,1,No value,0,0,0.00,0,0,0,0,0,2,0,0%,0,1,1,0,2,1,0,69,23.00,0,4,0%,1,1
624,Jan Mlakar,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
625,Mohamed Elneny,"['Arsenal', 'Arsenal']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
626,Mohamed Salah,['Liverpool'],34,30,3,No value,No value,16,No value,No value,37,8,2,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,19,0.56,2,2,15,3,0,132,59,45%,5,15,1,0,17,20,10,979,28.79,13,45,No value,No value,No value
627,Jayson Molumby,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton & Hove Albion']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
628,Martín Montoya,['Brighton and Hove Albion'],27,7,12,6,32,57,51%,1,2,24,31,14,0,87,103,102,10,22,19,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,5,0,27,4,1,"1,004",37.19,3,44,30%,1,48
629,Elliott Moore,"['Leicester City', 'Leicester City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
630,Aaron Mooy,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion (Loan)']",31,6,11,No value,No value,37,65%,No value,8,23,27,10,No value,134,101,132,38,15,25,No value,0,2,0.06,0,1,1,0,0,33,8,24%,0,3,1,1,13,0,2,970,31.29,4,109,21%,4,43
631,Álvaro Morata,"['Chelsea', 'Chelsea', 'Chelsea']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
632,Marlos Moreno,['Manchester City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
633,Wes Morgan,['Leicester City'],11,8,2,1,6,4,25%,0,1,7,19,7,0,16,26,23,2,20,16,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,4,0,0,245,22.27,0,0,0%,0,7
634,Carlton Morris,"['Norwich City', 'Norwich City']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
635,Ravel Morrison,"['Sheffield United', 'Sheffield United', 'Sheffield United', 'Sheffield United']",1,0,1,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,2,0,0,0,No value,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,1,0,0,6,6.00,0,0,0%,0,0
636,Victor Moses,"['Chelsea', 'Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
637,Mason Mount,['Chelsea'],37,19,12,No value,No value,37,46%,No value,28,16,18,7,No value,141,125,199,40,10,47,No value,0,7,0.19,0,7,0,0,1,78,29,37%,3,9,3,0,37,4,5,"1,241",33.54,8,136,24%,3,26
638,Lys Mousset,"['Sheffield United', 'AFC Bournemouth']",30,12,8,No value,No value,9,No value,No value,14,4,2,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,6,0.20,0,4,2,0,0,37,9,24%,1,6,1,0,24,16,4,240,8.00,7,4,No value,No value,No value
639,Joel Mumbongo,"['Burnley', 'Burnley']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
640,Arijanet Muric,"['Manchester City', 'Manchester City']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
641,Jacob Murphy,"['Newcastle United', 'Newcastle United', 'Newcastle United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
642,Glenn Murray,['Brighton and Hove Albion'],23,5,8,No value,No value,5,No value,No value,3,1,11,6,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.04,0,1,0,0,0,18,5,28%,0,4,0,0,15,10,1,167,7.26,2,4,No value,No value,No value
643,Admiral Muskwe,"['Leicester City', 'Leicester City', 'Leicester City']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
644,Shkodran Mustafi,['Arsenal'],15,5,4,4,17,17,59%,0,2,18,70,44,0,42,88,42,3,65,21,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,14,0,1,844,56.27,1,2,50%,0,48
645,Jordon Mutch,['Crystal Palace'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
646,Yoshinori Muto,['Newcastle United'],8,1,6,No value,No value,3,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,2,3,0,32,4.00,0,1,No value,No value,No value
647,Daniel N'Lundulu,"['Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
648,Nacho Monreal,['Arsenal'],3,2,1,1,4,1,100%,0,0,3,10,8,0,14,11,14,2,7,8,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,1,2,0,177,59.00,1,4,0%,0,4
649,Marvelous Nakamba,['Aston Villa'],29,7,16,No value,No value,55,51%,No value,0,39,32,7,No value,155,115,110,14,23,29,No value,1,0,0.00,0,0,0,0,0,7,1,14%,0,0,5,0,26,0,0,782,26.97,0,4,0%,0,24
650,Samir Nasri,['West Ham United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
651,Marc Navarro,"['Watford', 'Watford']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
652,Wilfred Ndidi,['Leicester City'],32,17,9,No value,No value,128,52%,No value,7,80,61,25,No value,271,260,203,22,83,69,No value,1,2,0.06,1,1,0,0,0,26,3,12%,1,0,6,0,56,1,1,"1,669",52.16,0,3,0%,2,79
653,Tanguy Ndombele,['Tottenham Hotspur'],21,5,9,No value,No value,24,67%,No value,3,14,6,1,No value,79,97,70,38,7,9,No value,0,2,0.10,0,1,1,0,0,9,4,44%,0,0,3,0,14,0,2,632,30.10,1,12,17%,4,19
654,Layton Ndukwu,['Leicester City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
655,Neco Williams,['Liverpool'],6,4,1,0,2,5,60%,0,5,9,3,1,0,16,19,15,6,6,3,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,5,0,0,167,27.83,0,14,29%,1,11
656,Reiss Nelson,['Arsenal'],17,8,4,No value,No value,11,No value,No value,5,3,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.06,0,1,0,0,0,11,4,36%,0,0,1,0,8,4,0,207,12.18,0,24,No value,No value,No value
657,Nélson Oliveira,['Norwich City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
658,Jeremy Ngakia,['West Ham United'],5,1,4,0,8,15,47%,0,0,7,15,3,0,16,32,36,9,7,13,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,4,1,0,106,21.20,0,12,8%,1,6
659,Oumar Niasse,"['Everton', 'Everton']",3,0,0,No value,No value,4,No value,No value,0,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,0,3,1.00,0,1,No value,No value,No value
660,Eddie Nketiah,"['Arsenal', 'Arsenal']",13,7,3,No value,No value,7,No value,No value,2,2,5,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.15,0,1,1,0,0,15,5,33%,4,3,0,1,16,3,0,140,10.77,1,1,No value,No value,No value
661,Georges-Kévin Nkoudou,"['Tottenham Hotspur', 'Tottenham Hotspur']",1,1,0,No value,No value,0,0%,No value,1,0,0,0,No value,0,0,1,0,0,0,No value,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
662,Felix Nmecha,['Manchester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
663,Mark Noble,['West Ham United'],33,9,16,No value,No value,52,58%,No value,3,20,10,8,No value,189,123,121,25,15,12,No value,0,4,0.12,0,4,0,3,0,17,6,35%,0,0,5,0,28,1,3,"1,504",45.58,5,41,32%,4,111
664,Kornelius Normann Hansen,['Southampton'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
665,Rhys Norrington-Davies,"['Sheffield United', 'Sheffield United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
666,James Norris,"['Liverpool', 'Liverpool']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
667,Oliver Norwood,"['Sheffield United', 'Brighton and Hove Albion']",38,14,12,No value,No value,66,56%,No value,5,47,39,19,No value,275,135,134,9,44,30,No value,0,1,0.03,0,1,0,1,0,17,6,35%,0,0,8,0,32,1,1,"2,007",52.82,6,198,27%,1,231
668,Ørjan Nyland,['Aston Villa'],7,1,4,1,12,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,152,21.71,No value,No value,No value,No value,35
669,Jack O'Connell,['Sheffield United'],33,13,9,12,28,23,61%,1,3,42,144,76,0,184,182,112,9,135,66,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,0,22,2,1,"1,557",47.18,6,51,22%,1,125
670,Thomas O'Connor,['Southampton'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
671,Aaron O'Driscoll,['Southampton'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
672,Kieran O'Hara,"['Manchester United', 'Manchester United']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
673,Callum O'Hare,['Aston Villa'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
674,Warren O'Hora,"['Brighton and Hove Albion', 'Brighton & Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
675,Aiden O'Neill,"['Burnley', 'Burnley', 'Burnley', 'Burnley']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
676,Michael Obafemi,['Southampton'],21,9,9,No value,No value,7,No value,No value,5,6,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.14,0,2,1,0,0,12,5,42%,0,0,1,0,11,3,2,137,6.52,2,2,No value,No value,No value
677,Pedro Obiang,['West Ham United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
678,Nnamdi Ofoborh,"['AFC Bournemouth', 'AFC Bournemouth', 'AFC Bournemouth']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
679,Angelo Ogbonna,['West Ham United'],31,10,13,6,44,38,63%,1,1,27,130,65,0,141,159,97,5,102,62,1,0,2,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,4,0,22,0,0,977,31.52,0,2,50%,1,76
680,Sheyi Ojo,"['Liverpool', 'Liverpool', 'Liverpool', 'Liverpool']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
681,Stefano Okaka,"['Watford', 'Watford']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
682,Shinji Okazaki,['Leicester City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
683,James Olayinka,"['Arsenal', 'Arsenal', 'Arsenal', 'Arsenal U21']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
684,Oludare Olufunwa,['Southampton'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
685,Josh Onomah,"['Tottenham Hotspur', 'Tottenham Hotspur']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
686,Henry Onyekuru,['Everton'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
687,Divock Origi,['Liverpool'],28,23,3,No value,No value,12,No value,No value,4,4,5,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,4,0.14,1,2,1,0,0,14,6,43%,0,0,1,0,12,0,1,196,7.00,1,18,No value,No value,No value
688,Ben Osborn,['Sheffield United'],13,8,2,No value,No value,15,67%,No value,1,6,6,2,No value,43,31,35,4,6,9,No value,0,0,0.00,0,0,0,0,0,3,1,33%,0,0,0,0,9,1,0,231,17.77,1,16,19%,0,8
689,Jordi Osei-Tutu,"['Arsenal', 'Arsenal']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
690,David Ospina,"['Arsenal', 'Arsenal']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
691,Nicolás Otamendi,['Manchester City'],24,16,7,6,21,28,50%,0,2,21,73,33,0,84,94,73,3,61,37,0,1,2,No value,1,1,0,No value,No value,No value,No value,No value,0,No value,3,0,21,0,0,"1,533",63.88,0,0,0%,0,60
692,Owen Otasowie,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
693,Aston Oxborough,"['Norwich City', 'Norwich City']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
694,Reece Oxford,"['West Ham United', 'West Ham United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
695,Alex Oxlade-Chamberlain,['Liverpool'],30,24,3,No value,No value,18,50%,No value,18,22,8,1,No value,79,75,103,29,14,29,No value,0,4,0.13,0,4,0,0,0,40,10,25%,1,0,1,0,17,2,1,701,23.37,0,46,15%,4,42
696,Mesut Özil,['Arsenal'],18,5,4,No value,No value,17,47%,No value,4,5,1,0,No value,71,52,65,16,1,4,No value,0,1,0.06,0,0,1,0,0,9,3,33%,0,1,1,0,14,6,2,836,46.44,1,72,28%,2,21
697,Kasey Palmer,"['Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
698,Erik Palmer-Brown,['Manchester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
699,Adam Parkes,"['Watford', 'Watford', 'Watford']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
700,David Parkhouse,"['Sheffield United', 'Sheffield United', 'Sheffield United']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
701,Troy Parrott,"['Tottenham Hotspur', 'Tottenham Hotspur', 'Tottenham Hotspur']",2,1,1,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,4,2.00,0,0,No value,No value,No value
702,Mario Pasalic,"['Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
703,Felix Passlack,['Norwich City (Loan)'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
704,Alfie Payne,['Norwich City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
705,Bailey Peacock-Farrell,['Burnley'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
706,Pedro,"['Chelsea', 'Chelsea']",11,4,4,No value,No value,15,No value,No value,8,9,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.09,0,1,0,0,0,22,10,45%,0,1,1,0,8,0,1,315,28.64,1,20,No value,No value,No value
707,Pedro Neto,['Wolverhampton Wanderers'],29,13,6,No value,No value,9,No value,No value,5,6,3,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,3,0.10,0,1,2,0,0,17,6,35%,0,3,3,0,14,4,3,349,12.03,5,48,No value,No value,No value
708,Adalberto Peñaranda,"['Watford', 'Watford']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
709,Terell Pennant,['Leicester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
710,Matthew Pennington,"['Everton (Loan)', 'Everton', 'Everton', 'Everton']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
711,Nicolas Pépé,['Arsenal'],31,13,9,No value,No value,32,No value,No value,13,8,4,2,No value,No value,No value,No value,No value,No value,No value,No value,No value,5,0.16,0,0,5,1,0,50,18,36%,3,2,4,0,14,4,6,706,22.77,8,109,No value,No value,No value
